date;Tmax;Tmin;Ta;pa;HR;prec;Ki;Ki-dif;Rn;Hc1;LEc1;G;vento;direcao;FC_diurno;FC_noturno;NEE;NEE_diu;NEE_not;prec_p;prec_era;udir_p;Ta_era;HR_era;e_era;vento_era;udir_era;pa_era;Ki_era 
13/04/2005;28.46;23.92;NA;974.91;86.81;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.38;106.77;25.86;86.81;NA;1.75;-5.98;992.78;236.33
14/04/2005;28.45;23.97;NA;974.9;85.32;0;NA;NA;NA;NA;NA;NA;NA;NA;0.41;5.69;NA;NA;NA;0;0;75.59;26.1;85.32;28.76;2.22;48.94;992.8;233.02
15/04/2005;29.05;23.94;24.7;974.47;85.65;1.28;NA;NA;NA;NA;NA;NA;NA;NA;-4.84;7.95;NA;NA;NA;1.28;0;72.33;26.01;85.65;28.58;1.78;65.98;992.99;227.74
16/04/2005;29.29;24.33;24.79;974.92;86.09;24.39;NA;NA;NA;NA;NA;NA;2.14;83.65;-10.34;10.51;NA;NA;NA;24.39;0.38;135.51;25.96;86.09;28.74;2.13;70.51;993.41;203.18
17/04/2005;27.39;23.59;24.52;975.02;89.48;0.5;NA;NA;NA;NA;NA;NA;2;85.42;-9.58;5.62;NA;NA;NA;0.5;2.51;119.56;25.2;89.48;28.62;1.97;36.53;993.53;150.55
18/04/2005;28.32;23.37;NA;974.31;88.72;1.01;NA;NA;NA;NA;NA;NA;NA;NA;8;2.26;NA;NA;NA;1.01;0.12;89.79;25.31;88.72;NA;1.89;0.36;992.54;182.33
19/04/2005;29.61;23.88;23.49;975.11;86.23;0.76;NA;NA;NA;NA;NA;NA;1.55;-62.35;-2.61;3.29;NA;NA;NA;0.76;0.06;125.21;25.88;86.23;28.61;1.14;-10.19;992.54;201.05
20/04/2005;28.17;23.66;24.5;975.69;88.52;0.25;NA;NA;NA;NA;NA;NA;NA;NA;-7.01;4.71;NA;NA;NA;0.25;0;105.5;25.68;88.52;29.04;1.02;-30.37;993.16;213.42
21/04/2005;29.86;23.95;24.81;974.15;85.49;3.56;NA;NA;NA;NA;NA;NA;2.57;-86.81;-7.15;6.22;NA;-8.23;6.13;3.56;5.58;91.66;26.11;85.49;28.77;1.97;-7.66;992.61;180.4
22/04/2005;28.46;24;25.61;973.77;87.83;0;NA;NA;NA;NA;NA;NA;NA;NA;-8.2;6.1;-0.51;-9.69;7.52;0;0.21;72.44;25.8;87.83;29.05;2.44;45.67;992.46;184.96
23/04/2005;27.8;23.88;24.9;974.5;91.31;32.75;NA;NA;NA;NA;NA;NA;NA;NA;-6.49;2.34;NA;-7;5.67;32.75;5.37;153.96;25.29;91.31;NA;1.21;13.17;993.38;186.24
24/04/2005;26.28;23.56;22.41;976.36;93.1;57.67;NA;NA;NA;NA;NA;NA;NA;NA;-2.64;4.46;NA;-2.13;7.96;57.67;0.04;143.86;24.44;93.1;28.5;1.45;4.01;994.21;190.06
25/04/2005;30.18;23.72;24.89;975.46;84.11;0;NA;NA;NA;NA;NA;NA;NA;NA;-10;8.21;NA;-9.98;9.09;0;8.02;100.17;26.48;84.11;28.75;1.79;36;993.42;166.12
26/04/2005;28.16;23.87;25.54;975.48;88.4;7.37;NA;NA;NA;NA;NA;NA;1.76;-87.16;-5.13;5.13;0.36;-7.2;7.92;7.37;9.25;128.48;25.51;88.4;28.82;1.2;15.69;993.99;20.75
27/04/2005;28.4;23.56;24.53;975.88;88.99;19.35;NA;NA;NA;NA;NA;NA;NA;NA;-2.34;2.22;NA;-7.09;5.49;19.35;0.52;284.12;25.47;88.99;28.9;1.05;14.16;994.33;136.01
28/04/2005;25.94;23.12;22.79;976.77;95.11;31.42;NA;NA;NA;NA;NA;NA;NA;NA;-8.99;4.96;NA;-8.46;4.43;31.42;2.15;163.33;23.91;95.11;NA;1.08;-24.88;995.15;92.05
29/04/2005;26.62;22.83;24.04;977.45;91.03;0;NA;NA;NA;NA;NA;NA;2.03;-83.82;-8.84;6.88;NA;-9.76;8.56;0;1.19;101.19;24.42;91.03;27.8;1.31;-32.37;995.62;128.87
30/04/2005;28.73;23.11;23.72;978.11;89.28;4.08;NA;NA;NA;NA;NA;NA;0.12;18.64;-0.99;2.86;0.46;-4.02;4.94;4.08;16;197.25;25.29;89.28;NA;1;-27.89;996.07;87.92
01/05/2005;25.81;23.14;23.53;NA;94.94;16.25;NA;NA;NA;NA;NA;NA;0.05;84.06;-12.03;4.41;NA;-10.88;7.25;16.25;0.73;185.73;23.85;94.94;NA;0.82;6.48;996.48;114.29
02/05/2005;28.62;22.92;23.98;977.41;89.62;12.71;NA;NA;NA;NA;NA;NA;0.83;17.35;-1.85;2.31;0.7;-5.39;6.02;12.71;0.52;221.2;25.07;89.62;NA;0.88;-15.43;995.62;144.85
03/05/2005;27.7;23.04;23.27;977.32;90.64;20.32;NA;NA;NA;NA;NA;NA;NA;NA;-9.8;3.17;NA;-8.87;4.2;20.32;0;170.75;24.85;90.64;NA;1.44;8.41;995.24;168.62
04/05/2005;28.41;23.01;23.89;977.21;88.72;2.53;NA;NA;NA;NA;NA;NA;1.34;-54.07;-3.16;8.29;1.88;-5.24;9;2.53;0;148.32;25.11;88.72;28.22;1.41;-32.27;995.27;218.53
05/05/2005;27.71;23.14;24.04;976.74;89.18;10.67;NA;NA;NA;NA;NA;NA;2.3;89.07;-7.81;6.09;-0.69;-8.93;7.55;10.67;0;87.7;24.96;89.18;28.11;1.8;-15.36;995.07;208.16
06/05/2005;27.7;23.12;23.53;976.37;92.26;11.42;NA;NA;NA;NA;NA;NA;1.48;88.74;-5.01;5.97;0.6;-5.26;7.62;11.42;0;94.73;24.33;92.26;28.01;1.28;-19.11;994.91;217.44
07/05/2005;28.89;23.14;24.12;975.8;88.15;0.25;NA;NA;NA;NA;NA;NA;1.3;-68.34;-7.31;5.84;NA;-8.3;7.65;0.25;0;153.24;25.14;88.15;27.98;1.32;-12.34;994.25;199.48
08/05/2005;28.91;23.26;24.63;975.63;88.81;2.53;NA;NA;NA;NA;NA;NA;2.07;60.31;-9.81;9.41;-1;-10.66;8.67;2.53;0.01;78.89;25.51;88.81;NA;1.36;40.03;994.2;196.23
09/05/2005;28.43;23.43;24.18;975.9;88.01;0;NA;NA;NA;NA;NA;NA;2.5;-86.39;-4.31;7.24;2.32;-5.35;9.04;0;0.09;97.02;25.26;88.01;28.24;1.78;-44.21;994.22;167.31
10/05/2005;28.83;23.49;24.48;975.22;82.21;0.76;NA;NA;NA;NA;NA;NA;3.05;76.96;-4.88;6.46;1.33;-6.4;9.06;0.76;0;74.41;26.06;82.21;27.58;2.47;23.36;993.51;152.91
11/05/2005;29.75;24.12;24.77;974.67;82.84;7.88;NA;NA;NA;NA;NA;NA;NA;NA;-7.92;3.02;NA;-8.78;6.53;7.88;0;80.63;26.25;82.84;28.15;2.36;59.55;992.93;211.92
12/05/2005;29.56;24.09;25.47;974.03;84.42;0;NA;NA;NA;NA;NA;NA;2.57;87.25;-4.76;2.82;-1.25;-8.65;6.16;0;0;89.12;26.12;84.42;28.47;2.85;0.39;992.39;189.39
13/05/2005;28.98;23.85;NA;973.54;85.52;3.06;NA;NA;NA;NA;NA;NA;NA;NA;-0.95;8.06;NA;-3.22;5.86;3.06;0;101.78;26.01;85.52;NA;2.61;28.15;991.81;191.89
14/05/2005;29.62;24.28;NA;972.19;82.76;0;NA;NA;NA;NA;NA;NA;NA;NA;-4.2;5.3;NA;-2.02;8.54;0;0;150.73;26.69;82.76;28.83;2.43;68.38;990.78;207.01
15/05/2005;28.37;24.58;25.08;971.95;85.58;0.5;NA;NA;NA;NA;NA;NA;NA;NA;-6.29;5.04;NA;-7.48;8.04;0.5;0;90.11;26.06;85.58;28.78;2.66;30.83;990.83;208
16/05/2005;27.91;24.22;24.75;972.6;85.84;0;NA;NA;NA;NA;NA;NA;NA;NA;-3.11;7.12;1.88;-4.51;8.27;0;0;70.22;25.97;85.84;28.73;2.13;51.78;991.55;205.74
17/05/2005;29.25;24.42;24.35;973.45;88.38;1.52;NA;NA;NA;NA;NA;NA;NA;NA;-3.74;1.31;-1.24;-7.42;4.94;1.52;0;195.82;26.14;88.38;NA;1.48;16.18;991.98;202.22
18/05/2005;29.57;23.53;24.87;973.02;87.75;0;NA;NA;NA;NA;NA;NA;NA;NA;-4.04;7.28;1.27;-5.02;7.56;0;0;212.86;25.85;87.75;NA;1.06;21.02;991.72;188.74
19/05/2005;28.55;23.31;24.71;973.24;87.18;6.85;NA;NA;NA;NA;NA;NA;0.58;81.53;-6.73;6.87;-0.14;-7.4;8.15;6.85;0;196.62;25.82;87.18;28.79;1.06;23.99;991.87;188.01
20/05/2005;27.18;24.26;23.37;974.92;92.24;62.6;NA;NA;NA;NA;NA;NA;NA;NA;-9.4;6.32;NA;-10.66;8.41;62.6;0.05;109.39;25.29;92.24;NA;1.53;62.21;992.97;178.82
21/05/2005;26.42;23.86;22.29;976.99;91.17;33.38;NA;NA;NA;NA;NA;NA;NA;NA;-7.12;4.53;NA;-7.1;7.72;33.38;2.45;140.71;25.02;91.17;28.89;1.66;52.5;994.07;173.28
22/05/2005;28.17;23.39;22.96;976.64;88.68;3.3;NA;NA;NA;NA;NA;NA;2.09;65.52;NA;NA;NA;NA;NA;3.3;14.35;83.68;25.18;88.68;28.26;1.37;40.71;993.91;24.74
23/05/2005;28.77;23.59;24.74;974.89;83.47;1.28;NA;NA;NA;NA;NA;NA;2.42;88.15;NA;NA;NA;NA;NA;1.28;3.06;86.54;25.87;83.47;27.66;2.34;57.24;992.63;41.97
24/05/2005;28.82;23.77;24.36;974.67;84.28;1.26;NA;NA;NA;NA;NA;NA;2.73;-86.16;NA;NA;NA;NA;NA;1.26;1.62;90.59;25.92;84.28;28.09;2.3;-2.26;992.52;107.09
25/05/2005;28.04;23.44;24.46;976.3;88.6;9.9;NA;NA;NA;NA;NA;NA;2.66;77.73;NA;NA;NA;NA;NA;9.9;21.39;78.3;25.09;88.6;28.07;2.4;33.2;994.23;42.84
26/05/2005;27.09;23.32;NA;977.5;88.84;0.25;NA;NA;NA;NA;NA;NA;NA;NA;-5.76;4.75;NA;-3.97;7.08;0.25;0.39;89.66;25.11;88.84;NA;2.49;-47.37;995.33;145.52
27/05/2005;29.04;23.56;24.55;977.06;84.29;0;NA;NA;NA;NA;NA;NA;3.13;-85.55;-9.18;6.34;-1.36;-9.86;7.14;0;0;94.86;25.77;84.29;27.81;2.5;-71.68;994.81;179.73
28/05/2005;28.63;23.5;24.62;975.93;87.26;11.69;NA;NA;NA;NA;NA;NA;2.9;83.63;-5.5;2.75;-1.14;-8.65;5.43;11.69;0;83.73;25.47;87.26;28.25;1.95;11.01;994.14;189.48
29/05/2005;28.25;22.86;24.08;975.67;88.44;2.55;NA;NA;NA;NA;NA;NA;2.41;-88.37;-4.98;4.78;-0.23;-7.58;7.11;2.55;0;91.76;24.97;88.44;27.91;1.93;-21.06;994.05;186.74
30/05/2005;27.11;22.59;23.43;976.61;87.99;2.28;NA;NA;NA;NA;NA;NA;2.96;66.34;-8.19;8.81;NA;-8.46;9.51;2.28;0.18;65.94;24.61;87.99;27.18;2.42;36.9;994.72;174.38
31/05/2005;28.81;23.46;24.4;976.27;87.17;0;NA;NA;NA;NA;NA;NA;NA;NA;-6;5.35;-0.14;-8.65;8.37;0;0;93.67;25.27;87.17;27.97;1.73;49.18;994.49;175.7
01/06/2005;28.36;23.43;23.89;976.52;84.5;0.76;NA;NA;NA;NA;NA;NA;NA;NA;-6;6.47;0.58;-7.32;8.47;0.76;0.01;69.46;25.46;84.5;27.4;2.52;47.81;994.49;131.85
02/06/2005;28.84;22.83;24.16;975.87;85.96;11.67;NA;NA;NA;NA;NA;NA;2.18;-84.25;-4.37;3.87;-0.34;-6.83;6.14;11.67;0.23;99.57;25.21;85.96;27.49;1.67;-21.24;993.91;148.63
03/06/2005;28.6;23.87;24.42;975.21;85.51;8.15;NA;NA;NA;NA;NA;NA;2.88;-87.9;-2;4.09;1.48;-3.78;6.08;8.15;0;92.84;25.71;85.51;28.18;2.02;11.39;993.3;183.9
04/06/2005;29.29;23.74;25.32;975.49;84.53;0;NA;NA;NA;NA;NA;NA;3;88.87;-4.69;5.04;0.54;-5.82;6.9;0;0;85.08;25.97;84.53;28.22;2.18;4.61;993.5;177.11
05/06/2005;29.81;24.36;26.08;975.43;79.62;0;NA;NA;NA;NA;NA;NA;3.11;-65.98;-3.64;2.49;-0.56;-6.86;5.73;0;0;113.54;26.62;79.62;27.64;2.23;2.3;993.44;184.03
06/06/2005;29.27;23.99;25.82;975.38;83.18;0.51;NA;NA;NA;NA;NA;NA;2.14;-52.01;-6.6;1.43;-2.38;-9.56;4.8;0.51;0;116.6;26.2;83.18;28.16;1.64;28.55;993.45;177.76
07/06/2005;28.45;23.93;24.62;974.95;87.05;0.76;NA;NA;NA;NA;NA;NA;2.14;-86.19;-3.48;3.82;-0.47;-7.65;6.71;0.76;0;98.58;25.62;87.05;NA;2.17;51.8;993.19;159.63
08/06/2005;29.7;23.99;24.88;975.96;85.73;0;NA;NA;NA;NA;NA;NA;2.71;77.42;-2.03;5.26;1.41;-3.89;6.71;0;0;78.83;25.71;85.73;28.16;1.95;53.1;993.84;176.35
09/06/2005;29.79;24.28;24.93;976.25;83.29;8.88;NA;NA;NA;NA;NA;NA;2.88;73.42;-5.02;4.88;0.25;-6.7;7.2;8.88;0;72.2;26.41;83.29;28.45;2.51;65.07;994.17;174.57
10/06/2005;28.84;24.31;24.95;975.58;83.83;0.25;NA;NA;NA;NA;NA;NA;3;71.18;-5.24;6.19;0.49;-7.6;8.58;0.25;0;68.01;26.21;83.83;NA;2.96;57.33;993.79;181.71
11/06/2005;29.42;24.48;25.04;975.16;83.9;0;NA;NA;NA;NA;NA;NA;NA;NA;-6.74;2.63;-2.01;-8.7;4.67;0;0;75.47;26.48;83.9;NA;2.16;60.83;993.44;158.22
12/06/2005;29.67;24.65;26.09;975.25;83.35;0;NA;NA;NA;NA;NA;NA;2.19;-84.53;-5.12;1.57;-1.5;-7.64;4.63;0;0;111.73;26.79;83.35;NA;1.85;47.18;993.38;177.14
13/06/2005;30.3;24.28;25.7;975.16;80.28;0;NA;NA;NA;NA;NA;NA;2.26;61.57;-5.05;2.79;-1.41;-7.51;4.69;0;0;60.42;27.01;80.28;28.41;2.19;40.08;993.4;177.76
14/06/2005;30;24.68;25.07;975.86;81.86;2.8;NA;NA;NA;NA;NA;NA;2.77;77.07;-2.87;3.64;0.59;-4.95;6.13;2.8;0;73.92;26.65;81.86;28.46;3.08;72.67;993.89;169.06
15/06/2005;29.67;24.49;25.28;976.7;82.08;3.3;NA;NA;139.25;NA;NA;-2.21;3.29;82.03;-2.93;5.59;0.64;-5.35;6.63;3.3;0;81.43;26.67;82.08;NA;2.62;70;994.29;178.84
16/06/2005;29.42;24.31;24.98;977.19;83.98;11.68;NA;NA;90.06;9.39;87.66;-3.2;2.62;68.31;-3.46;2.36;0.13;-6.48;6.75;11.68;0;68.56;26.19;83.98;28.41;1.82;2.65;994.9;172.7
17/06/2005;29.35;23.58;25.72;976.96;83.78;0.25;NA;NA;120.53;17.03;105.87;-2.59;1.53;-89.74;-2.32;2.44;-0.33;-4.92;4.25;0.25;0;117.57;26.27;83.78;28.42;1.51;5.33;994.73;169.9
18/06/2005;29.8;24.01;25.45;976.13;83.09;7.63;NA;NA;101.78;17.47;86.15;-2.96;2.32;84.36;-2.93;2.58;0.04;-5.99;6.07;7.63;0.47;97.85;26.38;83.09;28.4;2.27;70.31;994.08;161.45
19/06/2005;29.73;24.38;25.91;975.45;83.06;0;NA;NA;152;NA;NA;-1.96;3.29;81.94;-4.15;4.12;0.09;-6.96;7.13;0;0.04;83.08;26.55;83.06;NA;2.58;67.77;993.36;135.05
20/06/2005;29.54;24.52;24.89;976.21;83.98;0;NA;NA;133.49;NA;NA;-2.33;3.48;72.28;-6.11;4.76;-1;-8.93;6.94;0;7.05;72.6;26.21;83.98;NA;2.97;40.59;993.83;79.8
21/06/2005;30.06;24.09;25.8;977.03;81.11;0;NA;NA;139.7;23.62;117.45;-2.21;2.55;74.35;-3.58;2.47;-0.22;-5.76;5.33;0;7.74;75.12;26.54;81.11;27.9;2.07;43.9;994.83;22.12
22/06/2005;29.77;22.91;NA;977.08;81.52;0;NA;NA;153.43;36.62;118.63;-1.93;NA;NA;-2.18;0.84;NA;-8.72;2.06;0;0.39;66.4;26.43;81.52;27.78;1.24;-12.88;995.1;54.04
23/06/2005;28.1;22.9;NA;977.49;87.5;4.32;NA;NA;91.79;NA;NA;-3.16;NA;NA;NA;NA;NA;NA;NA;4.32;0;73.01;25.1;87.5;27.79;1.98;-15.29;996.33;147.27
24/06/2005;28.1;22.82;NA;977.89;88.15;16.52;NA;NA;101.55;3.15;91.12;-2.97;NA;NA;-5.67;0.05;NA;-4.42;3.77;16.52;0;96.4;24.82;88.15;27.55;2.2;-35.34;996.04;171.34
25/06/2005;28.8;23.07;25.26;976.81;86.34;0;NA;NA;124.2;22.73;105.85;-2.52;1.71;77.97;-4.08;2.19;-1.17;-7.03;4.68;0;0.01;77.75;25.24;86.34;27.59;1.48;-32.99;995.02;146.18
26/06/2005;27.87;23.47;24.82;976.24;88.4;1.26;NA;NA;123.91;27.88;102.62;-2.52;2.14;74.41;-7.47;2.85;-1.93;-9.24;5.37;1.26;0;92.61;25.02;88.4;27.99;1.88;-16.44;994.46;174.74
27/06/2005;27.63;23.05;24.07;976.72;89.5;1.01;NA;NA;81.59;12.7;76.8;-3.37;1.85;66.6;-3.83;0.71;-1.43;-6.69;3.84;1.01;0;74.97;24.69;89.5;27.78;1.74;67.17;994.51;153.41
28/06/2005;29.21;23.11;25.06;976.56;80.49;0;NA;NA;148.52;31.14;116.9;-2.03;3.03;81.54;-4.46;4.02;-0.53;-7.59;6.54;0;0.6;82.54;26;80.49;26.81;2.67;0.22;994.27;135.03
29/06/2005;29.59;24.09;25.89;975.59;80.86;0;NA;NA;157.27;NA;NA;-1.85;2.78;-83.78;-4.56;4.47;0.26;-6.8;6.44;0;0;109.25;26.57;80.86;NA;2.39;37.15;993.58;146.75
30/06/2005;29.83;23.94;26.65;976.24;82.47;0;NA;NA;133.39;NA;NA;-2.33;2.37;-73.22;-5.67;3.36;NA;-10.05;4.71;0;0.31;108.35;26.57;82.47;NA;1.59;41.24;994.18;143
01/07/2005;29.68;24.31;26.23;976.78;79.99;0;NA;NA;155.44;44.35;115.19;-1.89;1.87;-78.84;-4.8;1.08;-1.23;-6.99;4.53;0;0.12;104.75;26.43;79.99;27.45;2.09;49.05;994.65;138.4
02/07/2005;27.42;23.3;24.13;978.34;86.48;0;NA;NA;134.89;42.05;100.93;-2.3;1.91;-72.2;-7.7;7.93;-0.57;-9.49;8.34;0;0;137.75;25.09;86.48;27.47;1.43;17.52;996.23;176.68
03/07/2005;28.72;22.28;24.58;978.44;82.37;0;NA;NA;133.51;30.78;103.38;-2.33;1.43;-46.2;-6.43;1.25;-2.44;-8.91;4.03;0;0;139.04;25.54;82.37;26.69;1.12;17.84;995.81;184.21
04/07/2005;30.12;23.11;25.32;977.76;81.36;11.43;NA;NA;121.39;23.66;111.28;-2.57;0.44;-86.48;-3.51;0.66;NA;-6.22;2.91;11.43;0;189.41;26.42;81.36;27.85;1.12;36.84;995.07;184.17
05/07/2005;28.34;23.97;24.84;978.25;84.83;2.55;NA;NA;114.39;13.24;104.48;-2.71;2.55;56.87;-2.8;4.01;0.18;-5.49;5.85;2.55;0.43;60.93;25.89;84.83;28.28;2.56;50.24;996.19;150.88
06/07/2005;28.53;22.64;24.99;978.1;83.93;0;NA;NA;135.72;31.29;101.59;-2.29;1.57;-88.67;-6.27;3.83;-0.7;-7.73;6.34;0;5.37;119.41;25.59;83.93;27.4;1.92;35.61;996.84;43.13
07/07/2005;29.28;24.22;26.19;978.06;84.49;0;NA;NA;160.19;42.64;128.96;-1.8;1.14;-67.82;-5.83;1;-3.05;-9.28;2.4;0;4.22;131.6;26.36;84.49;28.85;1.29;15.36;996.73;30.42
08/07/2005;29.14;23.95;26.34;978.38;84.87;0;NA;NA;147.09;27.59;94.21;-2.06;0.69;58.21;-4.38;0.18;-1.6;-6.21;3.01;0;0.2;158;26.05;84.87;28.34;1.08;-7.09;996.97;101.38
09/07/2005;27.98;23.4;24.1;978.62;89.26;10.41;NA;NA;79.45;NA;NA;-3.41;0.59;25.24;-4.47;2.65;-0.95;-7.39;4.68;10.41;0;188.58;25;89.26;NA;1.17;18.92;996.87;129.72
10/07/2005;26.86;22.02;22.61;978.9;89.38;33.52;NA;NA;119.19;35.13;83.22;-2.62;1.3;88.09;-7.9;6.25;NA;-9.37;6.44;33.52;0.03;127.58;24.09;89.38;26.78;1.5;17.31;996.89;130.2
11/07/2005;27.93;23.19;24.05;978.88;88.37;0.25;NA;NA;90.26;13.14;84.54;-3.2;2.09;61.67;-4.58;3.49;-0.62;-6.86;5.61;0.25;0.03;62.93;24.53;88.37;27.13;1.29;17.6;996.93;148.35
12/07/2005;28.66;23.4;25;978.1;86.53;0;NA;NA;138.89;44.76;98.23;-2.22;0.89;85.69;-3.92;4.06;0.06;-6.08;6.2;0;0;134.22;25.26;86.53;27.75;1.25;3.62;996.16;162.18
13/07/2005;28.77;23.63;25.66;977.03;84.94;0;NA;NA;107.61;33.94;86.43;-2.85;0.64;49.15;-6.76;0.11;-2.82;-8.88;3.24;0;0;215.83;25.88;84.94;28.21;0.84;-1.88;994.77;185.48
14/07/2005;27.7;22.94;25.61;976.01;86.16;0;NA;NA;117.5;24.43;101.97;-2.65;0.98;65.6;-4.5;2.29;-1.44;-7.32;4.44;0;0;94.89;25.39;86.16;27.87;2.05;41.58;994.3;186
15/07/2005;29.55;23.68;25.8;975.87;79.33;0;NA;NA;132.08;21.28;114.31;-2.36;3;82.78;-4.82;5.67;0.42;-6.49;7.34;0;0;82.52;26.37;79.33;26.98;2.65;64.76;993.54;189.94
16/07/2005;30.29;23.47;25.85;976.1;74.8;0;NA;NA;161.15;34.09;132.91;-1.78;3.02;-84.99;-6.24;1.94;-2.15;-9.03;4.73;0;0;95.06;26.82;74.8;26.03;2.74;70.76;993.41;187.8
17/07/2005;30.35;24;25.87;976.56;80.1;1.28;NA;NA;114.39;16.29;99.62;-2.71;2.33;77.8;-3.7;1.63;-0.88;-6.27;4.51;1.28;0.01;85.45;26.66;80.1;27.87;2.24;46.72;994.01;173.59
18/07/2005;30.76;23.76;26.32;976.16;77.91;0;NA;NA;140.98;25.95;122.48;-2.18;3.25;69.02;-3.58;5.46;0.89;-6.48;7.33;0;11.68;69.86;26.91;77.91;27.35;2.24;43.36;993.75;55.24
19/07/2005;30.86;23.84;26.29;976.17;72.93;0;NA;NA;159.86;30.65;137.92;-1.8;3.36;65.16;-3.73;3.34;-0.42;-5.85;5.02;0;12.16;64.31;27.12;72.93;25.83;2.54;42.69;993.92;27.62
20/07/2005;30.48;24.02;25.56;976.24;77.83;0;NA;NA;145.96;28.96;122.65;-2.08;2.82;80.53;-4.03;3.14;-0.24;-6.52;6.04;0;1.87;80.57;26.73;77.83;27.09;2.13;35.97;994;55.19
21/07/2005;29.74;24.48;26.09;976.62;80.15;0;NA;NA;122.36;27.02;110.71;-2.55;1.31;59.22;-4.54;0.51;-2.35;-7.3;2.6;0;0.33;117.19;26.71;80.15;27.89;2.05;21.63;994.56;167.6
22/07/2005;29.1;22.97;24.45;977.59;84.36;9.78;NA;NA;98.89;23.68;75.22;-3.02;0.57;-24.69;-2.76;1.37;-0.22;-3.66;2.79;9.78;0;182.76;25.72;84.36;27.76;1.41;-31.82;995.92;187.65
23/07/2005;28.26;22.4;24.79;977.63;86.85;0.63;NA;NA;137.38;33.75;84.3;-2.25;0.39;48.07;-6.88;1.21;NA;-7.84;2.98;0.63;0;217.72;25.19;86.85;27.58;0.89;7.4;996.08;180.01
24/07/2005;29.65;23.5;26.73;978.22;81.42;0;NA;NA;173.88;24.58;113.99;-1.52;2.13;84.1;-4.55;0.62;NA;-7.73;1.86;0;0.12;93.54;26.59;81.42;28.02;1.26;11.52;995.77;180.68
25/07/2005;30.09;24.2;27.08;977.88;78.78;0;NA;NA;136.86;16.28;122.78;-2.26;1.31;84.81;-3.69;0.32;NA;-7.37;2.76;0;2.57;125.21;27.16;78.78;28.12;1.51;3.32;996.21;132.7
26/07/2005;30.74;24.01;26.4;978.42;76.87;0;NA;NA;153.58;32.7;124.51;-1.93;2.81;86.12;-4.98;2.16;-1.57;-7.67;4.52;0;0.06;84.92;27.05;76.87;27.22;2.46;30.24;995.89;141.65
27/07/2005;30.63;24.86;26.52;977.64;80.32;0;NA;NA;142.88;36.77;116.24;-2.14;1.61;73.14;-3.79;1.71;-0.88;-5.86;4.1;0;0.32;118.11;27.02;80.32;28.56;2.03;42.95;995.48;83.35
28/07/2005;29.78;24.65;26.28;977.78;81.08;0;NA;NA;148.36;NA;NA;-2.03;2.42;60.79;-5.56;1.42;-2.35;-8.12;3.41;0;0.05;70.67;27.04;81.08;NA;2.67;53.3;995.83;179.95
29/07/2005;30.49;24.78;NA;NA;80.09;0;NA;NA;NA;NA;NA;NA;NA;NA;11.33;7.42;NA;3.27;8.83;0;0;77.49;26.88;80.09;28.23;2.87;40.29;995.33;194.97
30/07/2005;31.06;24.82;NA;NA;77.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;123.11;27.15;77.16;27.53;2.49;57.71;994.58;203.6
31/07/2005;31.59;23.94;NA;NA;70.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;142.56;27.68;70.29;25.59;2.54;50.74;993.81;205.19
01/08/2005;31.04;23.97;NA;NA;73.83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;108.47;27.43;73.83;26.73;2.4;44.59;994.54;210.51
02/08/2005;30.66;24.82;NA;NA;77.41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;85.37;27.49;77.41;28.27;2.38;39.36;994.11;213.54
03/08/2005;30.76;24.92;NA;NA;76.03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;78.53;27.83;76.03;28.25;1.98;31.6;993.96;213.54
04/08/2005;31.14;24.61;NA;NA;71.16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;148.3;27.94;71.16;26.5;2.23;66.38;994.02;215.01
05/08/2005;32.03;24.76;NA;NA;69.39;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;97.5;28.4;69.39;26.42;2.09;35.5;993.9;216.96
06/08/2005;32.9;24.63;NA;NA;67.86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;96.07;28.48;67.86;25.91;2.24;9.33;993.73;217.04
07/08/2005;31.25;25.34;NA;NA;73.77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.01;72.66;28.15;73.77;27.89;1.78;15.88;994.28;212.66
08/08/2005;32.25;25.75;NA;NA;71.18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.44;137.03;28.63;71.18;27.55;1.95;44.09;994.34;166.05
09/08/2005;30.19;25.33;NA;NA;78.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1.46;79.57;27.56;78.21;28.57;1.72;17.94;995.5;156.46
10/08/2005;29.73;23.57;NA;NA;81.43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1.28;63.28;26.6;81.43;28.2;1.72;5.99;996.05;192.31
