date;Tmax;Tmin;Ta;pa;HR;prec;Ki;Ki-dif;Rn;Hc1;LEc1;G;vento;direcao;FC_diurno;FC_noturno;NEE;NEE_diu;NEE_not;prec_p;prec_era;udir_p;Ta_era;HR_era;e_era;vento_era;udir_era;pa_era;Ki_era 
20/05/2003;28.92;24.15;25.78;975.62;86.37;2.79;183.43;4.12;140.48;21.53;109.04;-2.19;NA;NA;-6.13;2.63;NA;-8.13;3.81;2.79;0;93.26;25.87;86.37;28.7;1.91;26.04;993.74;190.67
21/05/2003;28.51;23.41;24.94;976.08;86.29;13.22;149.92;14.67;91.18;16.62;72.52;-3.18;1.23;59.78;-4.6;6.06;0.7;-6.21;7.61;13.22;0;113.4;25.74;86.29;28.47;1.96;52.82;993.91;163.08
22/05/2003;29.62;24.24;25.98;975.51;83.32;0.25;205.58;2.06;161.39;29.27;120.54;-1.77;2.9;71.69;-4.17;6.07;0.97;-7.1;9.04;0.25;0;72.09;26.55;83.32;28.79;2.5;22.65;993.32;186.8
23/05/2003;28.71;24.49;25.71;975.77;85.02;3.32;160.92;7.2;96.88;7.58;80.51;-3.06;2.87;69.13;-3.19;6.76;2.24;-4.62;8.25;3.32;1.47;69.17;26.38;85.02;NA;2.57;35.03;993.6;182.94
24/05/2003;28.96;24.35;24.89;975.04;84.23;19.29;147.59;13.16;110.47;9.61;80.35;-2.79;2.28;71.98;-3.3;5.49;1.14;-6.17;8.46;19.29;0.76;81.16;26.23;84.23;28.61;2.21;45.82;992.99;180.26
25/05/2003;29.26;23.48;24.85;975.43;86.73;21.35;168.33;9.38;131.13;32.17;101.29;-2.38;1.08;85.27;-4.16;2.65;-0.87;-8.02;6.28;21.35;0;132.29;25.93;86.73;NA;1.35;-8.37;993.46;202.3
26/05/2003;28.94;23.22;25.42;976.21;87;0.25;183.22;3.78;113.59;19.45;91.17;-2.73;2.59;79.34;-7.48;2.09;-2.21;-9.56;5.14;0.25;0;78.16;25.38;87;NA;1.66;-3.88;994.41;201.55
27/05/2003;27.22;22.88;23.32;977.71;89.77;13.72;78.62;46.56;51.14;NA;NA;-3.98;2.89;-68.39;-4.83;3.35;NA;-2.91;5.49;13.72;0;111.52;24.46;89.77;27.5;2.69;-11.69;996.05;179.28
28/05/2003;28.8;23.06;23.09;978.23;86.59;13.2;69.82;50.27;39.53;NA;NA;-4.21;1.72;-37.49;-1.62;2.34;NA;-4.54;4.73;13.2;0.03;150.6;25.31;86.59;27.85;1.75;17.36;995.86;177.52
29/05/2003;28.55;23.11;24.78;977.32;86.55;0.76;211.43;1.61;173.22;42.48;123.58;-1.54;1.2;-52.48;-6.01;1.75;-2.42;-9.45;4.61;0.76;0.07;149.31;25.37;86.55;27.88;1.41;-26.81;995.19;125.13
30/05/2003;28.16;23.35;24.93;977.25;87.01;0;188.09;3.49;119.8;33.04;81.64;-2.6;1.43;83.06;-8.47;4.89;NA;-9.49;7.89;0;0;119.1;25.09;87.01;27.61;1.5;7.39;995.47;164.12
31/05/2003;28.29;23.35;24.2;977.54;87.64;23.88;127.58;22.03;97.42;10.86;80.42;-3.05;2.58;-76.16;-2.08;6.42;1.32;-5.04;7.69;23.88;0;105.19;25.05;87.64;27.66;2.22;-27.45;995.83;188.01
01/06/2003;28.36;23.38;24.84;976.92;85.86;9.39;180.66;6.69;139.22;22.38;111.14;-2.22;2.79;74.64;-5.54;6.23;0.82;-6.88;8.53;9.39;0;73.92;25.36;85.86;27.72;2.16;-39.35;994.85;189.14
02/06/2003;27.82;22.8;24.46;976.46;86.48;0.76;120.55;20.05;87.48;9.94;74.39;-3.25;2.98;85.08;-1.54;4.66;0.98;-4.72;6.67;0.76;0;84.59;25.03;86.48;27.39;2.23;36.44;994.63;191.03
03/06/2003;28.07;22.76;23.53;976.08;88.06;14.48;97.99;21.92;74.36;7.96;58.23;-3.51;2.56;-74.04;-2.01;5.55;NA;-3.6;6.71;14.48;0;107.53;25.18;88.06;28;2;30.95;993.88;161.25
04/06/2003;28.04;23.14;24.27;976.01;87.8;0;166.3;8.75;103.62;18.29;87.57;-2.93;2.9;-80.08;-4.86;5.53;-0.21;-8.51;8.09;0;1.64;100.28;25.06;87.8;27.81;1.69;-14.85;994.18;155.47
05/06/2003;28.96;22.99;25.07;976.33;87.22;0;181.2;3.2;140.5;29.95;100.14;-2.19;1.67;89.37;-5.65;4.05;-0.34;-7.32;6.64;0;0.89;127.76;25.24;87.22;27.85;1.51;0.24;994.45;98.75
06/06/2003;28.22;22.79;24.04;976.72;90.4;1.52;110.94;24.99;70.09;9.26;60.86;-3.6;2.73;-72.43;-4.89;4.07;-1.27;-7.36;4.82;1.52;0.07;109.85;24.82;90.4;NA;2.3;-2.44;994.79;166.58
07/06/2003;27.64;23.14;24.34;976.52;90.67;1.52;165.46;8.09;127.06;24.64;99.63;-2.46;2.08;-71.97;-4.87;4.29;-0.74;-7.37;5.89;1.52;0.6;111.94;24.93;90.67;NA;1.47;21.04;994.79;126.22
08/06/2003;28.05;22.85;24.03;976.47;88.41;3.81;116.51;25.82;84.43;13.08;68.43;-3.31;0.99;-79.77;-2.42;3.91;0.43;-5.1;5.97;3.81;4.86;151.97;24.91;88.41;27.72;1.31;-6.81;994.7;122.51
09/06/2003;27.56;22.75;23.1;977.04;90.53;21.84;64.85;30.85;45.49;3.29;32.78;-4.09;0.61;-60.95;0.14;0.61;0.47;-4.01;4.95;21.84;0.27;152.48;24.57;90.53;27.9;1.02;13.21;994.94;98.98
10/06/2003;28.65;22.96;25.2;976.8;87.91;0;189.1;5.47;145.91;29.47;112.44;-2.08;1.54;-63.52;-4.01;2.42;-1.25;-7.28;4.78;0;0;114.9;25.23;87.91;28.12;1.12;13.42;994.69;177.15
11/06/2003;28.5;22.95;24.96;976.14;87.38;8.39;177.32;5.23;106.67;21.25;78.93;-2.87;2.07;87.8;-0.55;4.73;1.52;-3.61;6.64;8.39;0;106.31;25.32;87.38;NA;2.06;37.82;994.26;179.71
12/06/2003;29.3;23.66;24.58;974.91;85.98;0.76;131.89;18.5;98.87;19.82;83.32;-3.02;1.98;-68.7;-2.76;2.27;0.02;-5.32;5.37;0.76;0;121.22;25.93;85.98;28.64;1.63;7.68;992.8;162.24
13/06/2003;27.5;23.04;24.89;974.76;86.71;0;149.77;9.79;101.05;17.91;73.96;-2.98;2.54;85.64;-5.86;4.16;-0.63;-8.09;5.9;0;0;88.41;25.2;86.71;27.74;2.68;48.11;992.94;175.59
14/06/2003;26.54;23.78;24.3;975.82;89.11;3.04;133.94;14.44;100.66;18.49;79.14;-2.99;2.38;-82.48;-8.79;4.76;-2.31;-9.65;5.04;3.04;0.02;105.96;24.98;89.11;28.18;1.74;42.74;993.69;174.64
15/06/2003;28.41;23.17;25.45;975.86;87.46;0.51;154.52;5.66;113.61;16.14;96.41;-2.73;1.73;85.99;-6.15;3.01;-2.01;-9.28;5.26;0.51;0;90.01;25.7;87.46;NA;1.7;34.96;993.74;159.45
16/06/2003;27.96;22.9;25.14;976.27;87.57;0;167.85;6.04;95.24;13.85;80.49;-3.1;2.65;60.63;-2.94;4.47;0.37;-5.88;6.62;0;0;62.03;25.05;87.57;27.76;2.35;25.37;994.33;177.02
17/06/2003;27.82;22.97;24.76;976.21;88.99;12.45;191.55;1.79;149.81;33.2;114.77;-2;2.88;82.81;-4.65;9.5;1.35;-6.84;9.53;12.45;0;80.42;24.9;88.99;27.88;2.48;26.45;994.3;178.68
18/06/2003;28.61;23.27;24.1;976.88;84.96;6.09;192.37;2.45;131.2;27.77;104.07;-2.38;2.38;-81.44;-5.25;4.46;0.04;-7.02;7.1;6.09;0.02;100.3;25.51;84.96;27.63;2.23;-55.01;994.38;157.54
19/06/2003;29.19;23.17;24.82;977.24;83.51;2.04;183.39;1.54;138.66;33.79;98.24;-2.23;1.18;-72.25;-4.62;1.79;-1.38;-7.4;4.64;2.04;0;141.31;25.87;83.51;27.69;2.05;-20.05;995.03;162.48
20/06/2003;27.44;23.22;25.42;977.12;87.43;2.04;176.27;2.1;115.03;18.43;101.42;-2.7;2.43;73.76;-1.68;0.56;-1.49;-6.2;2.63;2.04;0.19;74.03;24.87;87.43;27.45;1.98;9.83;995.38;148.87
21/06/2003;27.93;22.78;23.2;977.4;89.13;7.88;92.35;28.53;61.67;NA;NA;-3.77;2.56;-71.79;0.34;0.47;NA;-4.81;1.88;7.88;0;106.22;24.43;89.13;27.21;2.12;-27.77;995.35;177.69
22/06/2003;28.53;22.82;24.76;976.31;85.62;0;193.05;1.38;148.23;NA;NA;-2.04;2.69;86.71;NA;NA;NA;NA;NA;0;0;86.21;25.08;85.62;27.13;2.13;-39.28;994.39;169.85
23/06/2003;27.61;22.88;25.33;976.17;87.67;0;203.66;1.25;145.97;NA;NA;-2.08;2.46;82.94;NA;NA;NA;NA;NA;0;0;84.46;24.73;87.67;27.11;2.15;27.77;994.65;179.64
24/06/2003;27.18;23;23.8;978.14;88.95;6.11;164.93;4.82;121.9;NA;NA;-2.56;2.38;-65.47;NA;NA;NA;NA;NA;6.11;0;114.56;24.56;88.95;27.42;2.38;-56.48;996.01;183.3
25/06/2003;27.57;22.58;25.08;977.92;86.34;0.25;202.43;1.91;132.96;NA;NA;-2.34;2.36;-76.91;NA;NA;NA;NA;NA;0.25;0;100.77;24.98;86.34;27.2;1.75;-15.26;995.64;177.36
26/06/2003;29.04;22.7;25.79;976.76;85.01;0;217.76;0.33;168.51;NA;NA;-1.63;2.61;76.95;NA;NA;NA;NA;NA;0;0;77.1;25.59;85.01;27.66;1.54;0.17;994.62;176.39
27/06/2003;28.31;22.61;25.64;976.87;88.27;2.28;202.79;0.64;131.48;NA;NA;-2.37;1.97;-85.92;-5.89;2.25;NA;-5.35;5.26;2.28;0.01;104.58;24.86;88.27;NA;1.29;9.7;994.62;155.56
28/06/2003;27.6;22.8;25.82;977.44;87.94;0.25;209.67;0.57;160.2;35.16;121.53;-1.8;2.76;80.2;-3.14;3.94;0.09;-5.02;5.2;0.25;0;79.03;24.97;87.94;27.75;1.62;21.89;995.27;178.44
29/06/2003;28.06;22.57;26.42;977.18;87.34;0;214.79;0.4;165.65;34.02;130.13;-1.69;2.34;85.28;-1.77;1.85;-0.42;-6.25;4.68;0;0.01;85.15;25.18;87.34;27.7;1.22;-17.42;995.14;180.84
30/06/2003;29.13;23.06;26.55;977.18;84.94;0;225.66;0.28;140.81;25.27;114.82;-2.18;2.12;-73.1;-2.96;0.7;NA;-7.09;2.93;0;0.19;121.77;25.51;84.94;27.54;1.07;30.78;995.16;170.53
01/07/2003;29.07;23.45;26.19;977.56;84.97;0;201.22;1.17;154.48;32.22;119.13;-1.91;2.47;-73.73;-3.56;1.56;-1.67;-6.84;3.51;0;0;110.87;25.63;84.97;27.66;1.44;33.95;995.24;183.01
02/07/2003;27.08;22.83;24.3;978.42;89.22;12.94;130.05;14.52;94.36;17.94;79.86;-3.11;2.54;-78.27;-4.35;2.39;-1.12;-6.97;4;12.94;0;100.64;24.48;89.22;27.36;2;39.91;996.18;185.58
03/07/2003;27.88;22.75;23.1;979.14;86.8;1.27;161.41;6.29;117.34;26.2;86.4;-2.65;1.05;-66.82;-7.52;4.66;-1.34;-8.56;5.88;1.27;0;149.46;24.59;86.8;26.75;1.71;54.02;996.1;173.08
04/07/2003;28.31;21.91;24.85;977.39;84.62;0;201.52;0.9;126.23;26.81;96.93;-2.48;1.58;-76.83;-5.13;2.7;-1.52;-7.19;4.16;0;0;120.22;24.9;84.62;26.41;1.47;23.78;994.77;183.62
05/07/2003;28.97;23.04;25.18;975.86;86.19;0.25;196.17;3.21;151.31;32.31;108.38;-1.97;1.68;-86.26;-0.98;4.52;1.8;-3.9;6.79;0.25;0;100.86;25.28;86.19;27.63;1.42;8.72;993.4;185.09
06/07/2003;28.25;23.26;25.06;975.51;85.23;0;169.99;4.08;126.78;26.61;96.35;-2.46;2;79.5;-3.81;5.03;1.83;-4.85;7.67;0;0;89.36;25.35;85.23;27.3;2.14;60.88;993.34;180.58
07/07/2003;29.11;22.82;NA;976.21;82.08;0;211.98;0.76;NA;NA;NA;NA;NA;NA;-6.09;5.07;NA;-3.82;8.66;0;0;115.01;25.87;82.08;27.16;2.32;32.78;993.63;177.46
08/07/2003;29.11;23.81;25.37;976.51;83.45;0;197.42;0.59;150.17;34.47;112.03;-2;2.62;67.98;-5.94;6.32;0.16;-7.94;8.27;0;0;65.84;25.92;83.45;27.81;2.63;65.27;993.82;181.14
09/07/2003;29.19;23.41;24.63;976.15;85.67;4.32;163.06;7.22;100.34;19.02;71.68;-2.99;2.09;73.88;-1.64;4.4;2.42;-3.88;7.93;4.32;0;80.28;25.77;85.67;28.19;1.72;31.98;993.63;186.09
10/07/2003;29.32;23.76;26.09;976.28;83.56;0;198.88;2.25;132.34;23.66;105.91;-2.35;2.41;65.98;-3.52;4.12;0.07;-6.69;6.83;0;2.85;68.5;26.05;83.56;NA;2.06;38.61;994.03;140.98
11/07/2003;29.15;23.7;26.31;977.12;79.64;0;187.97;0.47;125.89;25.53;98.5;-2.48;2.39;85.09;-1.44;3.42;NA;-5.14;6.33;0;14.09;94.75;26.29;79.64;27.05;2.44;45.1;994.79;36.46
12/07/2003;30.52;23.53;26.73;977.78;73.79;0;211.44;1.75;150.34;28.33;118.51;-1.99;2.56;-85.4;-5.45;1.2;-1.9;-8.23;3.63;0;0.51;94.37;26.73;73.79;25.48;2.19;18.49;995.32;36.26
13/07/2003;30.07;23.95;26.42;978.04;79.98;0;236.15;0.22;173.65;42.32;137.52;-1.53;1.79;74.01;-4.55;1.84;NA;-8.55;3.2;0;0.85;94.54;26.45;79.98;27.43;1.7;32.71;995.59;55.87
14/07/2003;27.56;23.24;23.36;978.33;85.53;4.82;118.74;22.51;61.81;NA;NA;-3.76;1.64;-61.89;-1.66;1.79;0.12;-3.68;3.92;4.82;0.07;136.33;24.99;85.53;27.03;1.8;63.95;996.12;105.96
15/07/2003;28.48;22.77;23.75;977.83;84.46;0.25;136.93;18.75;84.64;15.72;63.03;-3.31;1.3;-83.76;-4.14;4.92;0.22;-6.17;6.62;0.25;0;112.14;25.32;84.46;27.07;1.29;9.73;995.82;158.62
16/07/2003;29.06;23.18;25.68;978.41;81.21;0;216.42;1.8;130.83;32.24;98.73;-2.38;1.74;-89.85;-6.59;3.89;-1.01;-8.52;6.5;0;0;115.68;25.96;81.21;27.04;1.5;11.07;996.29;180.71
17/07/2003;29.36;23.96;25.64;979.36;80.06;0;203.41;1.68;144.15;26.65;114.93;-2.12;2.35;78.47;-4.57;2.4;-1.41;-6.88;4.07;0;0.21;77.37;26.36;80.06;27.31;1.89;10.37;997.09;118.21
18/07/2003;29.22;23.74;25.74;980.04;79.62;0;223.95;0.33;139.72;27.63;107.43;-2.2;2.42;83.1;-4.44;1.44;NA;-7.84;3.69;0;0;84.2;26.28;79.62;27.08;1.72;43.01;997.44;174.79
19/07/2003;30.16;23.14;26.11;979.87;77.34;0;221.23;1.37;150.64;32.24;117.09;-1.99;2.6;86.12;-7.34;2.13;-2.61;-8.84;3.62;0;0;88.9;26.49;77.34;26.49;2.02;47.45;997.36;192.74
20/07/2003;30.53;24.15;26.05;978.59;77.5;0;199.16;2.78;140.08;22.8;119.63;-2.2;2.33;-81.24;-3.13;2.21;-0.56;-5.55;3.81;0;0;106.69;26.6;77.5;26.77;2.11;41.31;995.98;194.23
21/07/2003;29.76;24.5;25.96;977.88;80.57;0;202.1;1.16;130.23;NA;NA;-2.4;2.5;80.75;-5.29;1.42;-2.06;-7.06;2.94;0;0;84.28;26.37;80.57;27.6;2.76;43.4;995.58;197.87
22/07/2003;30.03;23.98;26.36;977.69;79.65;0;227.74;0.44;155.27;32.15;114.81;-1.89;3.06;-89.92;-4.88;3.79;-0.14;-6.74;5.64;0;0;88.77;26.46;79.65;27.27;2.93;67.49;995.36;192.87
23/07/2003;29.81;24.19;26.36;977.35;80.72;0;224.75;0.33;127.44;32.56;93.64;-2.45;2.36;87.25;-5.26;1.59;-1.87;-7.22;3.47;0;0;107.33;26.74;80.72;28.16;2.41;47.19;994.91;198.56
24/07/2003;29.73;24.37;26.25;977.14;82.04;0;223.73;0.36;152.61;32.8;123.22;-1.95;2.77;-89.44;-3.53;3.39;-0.58;-5.71;4.55;0;0;89.36;26.76;82.04;28.67;2.29;55.88;994.71;197.68
25/07/2003;30.33;24.02;26.35;977.74;76.75;0;221.07;0.34;124.09;24.88;102.07;-2.52;2.41;83.85;-3.66;1.62;-0.63;-5.33;4.06;0;0;99.6;27.11;76.75;27.24;2.32;26.82;995.31;187.03
26/07/2003;30.08;24.79;26.2;978.38;78.83;0;168.39;4.5;123.61;31.64;89.65;-2.53;1.33;26.09;-4.49;2.45;-1.18;-7.52;5.16;0;0;122.68;26.98;78.83;27.99;2.31;40.77;995.97;167.55
27/07/2003;28.63;24.53;24.85;978.31;83.94;14.23;181.8;3.17;110.11;25.25;79.18;-2.8;1.11;66.68;-6.87;5.39;-0.83;-7.07;5.41;14.23;0.4;151.68;26.27;83.94;28.59;2.23;39.66;995.82;106.81
28/07/2003;28.15;23.94;24.71;978.07;86.68;3.31;108.55;25.98;26.68;9.36;22.87;-4.47;0.56;30.84;-1.34;3.71;1.05;-3.17;5.27;3.31;0.06;143.07;25.7;86.68;28.55;1.81;36.44;995.76;110.7
29/07/2003;29.57;24.49;24.03;978.78;85.21;20.84;121.57;22.17;68.15;11.96;62.77;-3.64;0.15;-58.17;-1.65;1.36;-0.15;-4.5;4.19;20.84;0.04;146.89;26.16;85.21;28.79;1.17;17.22;996.11;145.15
30/07/2003;29.25;24.08;25.56;978.78;83.73;0;189.84;4.6;5.46;-2.44;11.54;-4.89;1.05;56.98;-4.48;2.62;-1.3;-7.16;4.57;0;0;123.63;26.39;83.73;NA;0.82;-0.84;996.36;167.17
31/07/2003;29.99;24.55;25.93;977.26;80.76;0;202.16;1.17;92.7;20.97;77.95;-3.15;2.96;67.27;-3.15;4.93;0.98;-4.95;6.91;0;0.57;66.16;26.69;80.76;28.14;2.25;33.47;994.9;131.26
01/08/2003;29.91;23.27;25.97;976.88;80.72;0;182.06;4.3;130.44;28;103.18;-2.39;2.73;69.79;-1.98;3.73;0.83;-4.6;6.27;0;0.14;72.64;26.28;80.72;27.41;2.04;27.78;994.67;164.25
02/08/2003;29.79;23.79;26.15;977.36;83.96;0;208.27;1.85;150.7;29.3;119.3;-1.99;2.85;86.44;-4.41;3.33;-0.47;-7.22;6.27;0;0.02;86.76;26.12;83.96;28.28;1.79;6.91;995.16;181.85
03/08/2003;29.91;23.63;26.27;977.66;81.9;0;219.15;0.76;181.15;42.48;140.58;-1.38;3.26;70.43;-4.21;5.3;0.54;-5.76;6.84;0;0;69.31;26.76;81.9;NA;2.43;27.15;995.11;201.92
04/08/2003;29.83;24.74;26.11;976.96;80.73;0;203.63;2.62;126.18;30.95;97.09;-2.48;2.62;67.04;-4.37;4.44;-0.24;-6.43;5.95;0;0;71.6;27;80.73;28.67;2.43;54.69;994.31;209.6
05/08/2003;29.95;24.7;25.99;976.7;80.22;0;203.68;1.5;161.95;34.33;126.55;-1.76;3.39;57.49;-5.1;7.53;1.32;-6.71;9.35;0;0;58.03;26.83;80.22;28.17;2.78;56.98;994;212.27
06/08/2003;30.13;24.52;25.99;976.72;78.73;0;205.03;1.48;130.85;26.94;106.39;-2.38;3.12;75.19;-3.23;3.99;0.34;-5.44;6.12;0;0;75.49;27.11;78.73;28.09;2.92;63.22;993.95;131.32
07/08/2003;30.39;24.7;26.02;976.69;77.41;0.25;216.7;1.41;114.04;36.36;95.9;-2.72;3.22;71.36;-4.52;3.94;-0.29;-6.76;6.18;0.25;0.28;71.94;27.25;77.41;27.83;2.95;58.55;993.96;99.45
08/08/2003;30.73;24.36;26.06;976.31;74.52;0;215.85;0.79;119.25;22.26;102.14;-2.61;3.13;66.75;-4.92;3.59;-0.74;-7.25;5.77;0;0.87;65.23;27.34;74.52;26.84;2.87;58.43;993.64;102.41
09/08/2003;30.69;24.77;26.11;978.02;79.28;0.25;187.16;5.03;128.63;36.32;95.26;-2.43;1.36;54.28;-1.88;2.81;0.24;-5.31;5.8;0.25;13.07;154.61;27.31;79.28;NA;2.4;35.29;995.29;107.4
10/08/2003;29.93;24.88;25.6;978.18;81.81;11.43;168.33;6.93;115.76;15.69;100.12;-2.68;0.5;71.48;-4.5;2.12;-1.05;-7.09;4.98;11.43;2.22;176.48;26.94;81.81;28.93;2.04;16.73;995.71;47.65
11/08/2003;27.86;22.79;24.26;977.93;88.03;11.68;119.76;25.88;58.29;3.61;51.39;-3.83;0.83;23.44;-4.44;4.71;0.33;-4.48;5.14;11.68;0.35;180.28;25.02;88.03;27.72;1.07;5.5;995.54;141.09
12/08/2003;28.83;22.88;24.73;977.69;86.81;2.8;129.72;17.74;86.14;16.99;66.95;-3.28;0.77;-58.19;-1.83;1.18;-0.17;-4.73;4.39;2.8;0;158.48;25.35;86.81;NA;1.72;25.85;995.24;182.14
13/08/2003;29.02;23.47;25.65;978.23;84.46;0.51;186.12;5.56;109.72;19.22;92.97;-2.81;2.67;69.59;-2.24;3.51;0.14;-6.22;6.5;0.51;0;73.8;25.98;84.46;NA;2.11;28.23;995.67;219.71
14/08/2003;29.89;24.03;26.16;978.4;79.93;0;230.56;1.49;165.21;36.08;132.66;-1.7;2.47;59.27;-3.7;3.24;-0.22;-5.98;5.54;0;0;84.82;26.8;79.93;27.79;1.74;43.24;995.59;213.59
15/08/2003;30.4;24.15;26.67;977.64;79.54;0;214.24;1.33;125.51;19.27;112.28;-2.49;2.82;57.01;-2.53;2.98;0.4;-5.63;5.68;0;2.71;56.62;26.75;79.54;27.71;1.97;32.54;995.11;125.75
16/08/2003;30.41;24.16;25.79;977.88;79.65;8.89;176.94;12.85;122.48;18.02;83.78;-2.55;2.07;82.88;-4.12;3.74;0.04;-5.98;6.07;8.89;6.74;103.3;26.67;79.65;27.61;1.84;32.02;995.26;154.78
17/08/2003;28.95;23.5;25.72;978.55;85.35;0;223.09;1.35;162.56;48.52;110.67;-1.75;1.68;-57.27;-5.04;4.72;0.27;-6.23;6.77;0;0.24;151.7;25.36;85.35;27.47;1.38;-3.49;996.34;196.61
18/08/2003;28.96;23.14;25.59;979.05;87.98;0;167.51;12.48;93.36;19.48;79.76;-3.13;1.51;-71.46;-3.25;5.09;0.33;-5.68;6.35;0;0;133.3;25.15;87.98;28.02;1.35;21.9;997.14;217.71
19/08/2003;28.06;22.36;22.89;979.55;87.71;0.51;94.43;54.02;53.29;3.62;52.78;-3.93;2.19;-56.59;-3.37;3.59;-0.31;-6.52;5.9;0.51;0;134.39;24.75;87.71;27.28;1.37;-12.38;997.31;237.23
20/08/2003;29.01;23.08;24.34;978.74;81.57;7.61;177.1;11.08;97.64;14.27;79.43;-3.05;1.31;-54.09;-1.94;2.15;0.17;-4.75;5.08;7.61;0;156.21;25.74;81.57;26.76;1.8;20.25;996;238.91
21/08/2003;30.19;23.44;26.15;976.83;76.46;0;228.72;1.22;161.53;33.18;136.49;-1.77;1.74;78.3;-1.9;3.13;0.78;-3.67;5.24;0;0;117.5;26.69;76.46;26.34;1.81;40.93;994.2;242.27
22/08/2003;30.56;23.9;26.88;976.58;75.04;0;210.28;0.59;142.65;NA;NA;-2.15;2.33;59.7;-3.45;5.08;NA;-7.29;7.32;0;0;113.02;26.97;75.04;26.42;2.05;32.54;993.94;242.86
23/08/2003;30.76;24.13;26.86;976.57;78.02;0;220.19;2.65;154.5;30.75;125.93;-1.91;3.09;70.48;-4.38;5.03;0.74;-6.27;6.87;0;0;68.95;27.04;78.02;27.7;1.97;49.71;994.12;240.84
24/08/2003;31.34;24.33;25.95;976.83;78.08;9.4;180.27;10.18;123.88;22.24;99.3;-2.52;2.38;63.17;-2.84;2.97;-0.02;-5.16;5.13;9.4;0;95.48;27.46;78.08;28.39;2.18;60.37;994.24;241.12
25/08/2003;30.93;25.14;26.66;977.21;79.56;0.25;226.65;2.73;136.17;34.86;106.19;-2.28;1.72;65.78;-4.22;4.52;0.06;-7.27;6.48;0.25;15.95;105.77;27.63;79.56;NA;2.35;64.23;994.49;123.7
26/08/2003;31.04;24.87;26.05;976.53;80.76;0.25;216.3;2.13;152.12;37.32;123.19;-1.96;0.66;46.55;-5.66;5.77;-0.36;-7.89;7.17;0.25;3.52;140.42;27.2;80.76;28.95;2.25;32.44;993.91;80.77
27/08/2003;29.98;23.55;25.25;977.24;81.35;0;209.16;2.62;126.58;22.02;104.71;-2.47;2.11;-37.57;-4.57;4.97;0.43;-6.34;7.21;0;0.56;145.92;26.31;81.35;27.67;1.75;25.91;994.77;190.87
28/08/2003;28.66;22.5;24.84;978.21;85.22;4.06;180.3;9.2;126.87;25.39;95.2;-2.46;0.96;-75.41;-6.51;4.29;-0.74;-7;5.52;4.06;5.71;168.83;25.45;85.22;27.63;1.86;-22.21;995.87;58.78
29/08/2003;29.33;22.52;NA;978.11;84.9;3.81;NA;NA;NA;NA;NA;NA;NA;NA;-5.11;3.45;NA;-9.42;6.29;3.81;6.01;169.82;25.24;84.9;27.12;1.36;-39.23;996.07;58.31
30/08/2003;29.1;23.22;NA;977.88;86.67;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.99;73.77;25.32;86.67;27.68;1.23;-27.31;996.23;92.27
31/08/2003;28.3;23.06;NA;979.01;87.5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;8.03;92.79;24.64;87.5;27.05;2;-15.34;996.9;109.18
01/09/2003;28.74;22.58;NA;NA;87.3;0.57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.76;0.65;51.83;24.91;87.3;27.45;1.73;-51.28;996.91;149.68
02/09/2003;30.12;22.93;NA;NA;83.78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1.05;70.21;25.93;83.78;27.81;1.5;-17.47;996.51;107.68
03/09/2003;29.44;22.8;NA;NA;85.67;0.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.23;0.32;86.61;25.97;85.67;NA;1.1;-1.27;996.11;128.83
04/09/2003;29.58;23.73;NA;977.5;83.3;2.02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.02;0;116.92;26.37;83.3;28.45;2;62.67;995.53;236.47
05/09/2003;30.01;23.72;NA;977.69;81.84;1.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.26;0;99.61;26.43;81.84;NA;2.37;5.96;995.42;263.79
06/09/2003;30.23;24.14;NA;976.24;80.27;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;121.76;26.77;80.27;NA;2.43;31.3;994.05;264.45
07/09/2003;30.3;24.49;NA;976;79.66;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;112.99;27.06;79.66;28.33;2.37;60.58;993.78;261.28
08/09/2003;30.54;24.78;NA;975.74;77.84;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;105.46;27.42;77.84;28.3;2.44;46.51;993.41;267.22
09/09/2003;30.77;24.76;NA;976.07;76.73;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0.1;130.23;27.64;76.73;NA;2.8;67.45;993.81;187.54
10/09/2003;31.03;24.47;NA;976;78.31;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;9.6;133.73;27.53;78.31;NA;1.96;48.82;994.14;201.59
